trade_id,ticker,trade_type,quantity,price,date
434ef57a-a2f6-4bcd-9979-ef91df114dfa,JUB.NRO,BUY,588,60.0,2026-03-06
65357f77-a35f-41c9-9f50-a68542930d8f,JUB.NRO,BUY,588,60.0,2026-03-06
